post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
18582627_gab,kloof samenleving zij die islam naïefweg vergoelijken en onderdanig aanvaarden de linkies dus meerderheid in msm de rozemutskes de trado politici … en zij die religieus fascisme weigeren onderdrukking en segregatie afwijzen opkomen vr onze vrijheden maak uw keuze,2,hatespeech,Islam,offensive,Islam,hatespeech,Islam,hatespeech
1179034997023531008_twitter,drake lowkey ain t that n-word if he ain t simpin on a song,0,normal,,normal,,normal,,normal
1219256968549978114_twitter,i have a dream that liberals will stop calling people they disagree with racists or nazis,0,normal,"African, Jewish",normal,,normal,,normal
8156107_gab,vice promoting violence and acceptable racism an uzi <number> mm lmfao if you are going to go for a ghetto gun why not an ak pistol at least that <number> x <number> morons all the way around but what else is expected here,2,offensive,African,offensive,Other,offensive,African,offensive
27033411_gab,lol at edwin you are a faggot you lost bigly edwin duterte is a faggot and the philippines are a joke keep those call centers open for the white liberals though,2,offensive,Homosexual,offensive,"Homosexual, Other",offensive,Homosexual,offensive
10151526_gab,stfu cunt face dyke bitch cunt,3,hatespeech,"Women, Minority, Indigenous, Other, Nonreligious, Heterosexual",hatespeech,Homosexual,hatespeech,"Women, Homosexual",hatespeech
1179074562870386688_twitter,this fat faggot id such a child grow up porky,3,hatespeech,Homosexual,hatespeech,"Other, Other, Other, Nonreligious, Homosexual",hatespeech,Homosexual,hatespeech
1188237309671596033_twitter,you all hoes get drunk and just start being friendly with anybody like girl back up before i take your bottle then bat you down,2,offensive,Women,normal,,offensive,Women,offensive
1178523206334009344_twitter,having a gym class full of white boys can either be heaven or hell,0,normal,,normal,,normal,,normal
1259023697458806788_twitter,this bitch keep wearing weave i told her grow inches,2,offensive,"Women, Other",normal,Women,offensive,"African, Women",offensive
18743549_gab,sorry about the n-word comment but even blacks do not like n-word,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1179070248470888448_twitter,adulting so ghetto i did not sign up for this 🤦 🏽 ‍ ♀️,0,normal,,normal,,normal,,normal
1179102812875231232_twitter,its spooky season this year ill dress as a slut so i dont have to buy a costume 🥰,0,normal,,normal,,normal,,normal
1177457105319522304_twitter,prolly heard ima hoe from a hoe 👶 🏽,2,normal,,offensive,Women,offensive,Women,offensive
12645639_gab,thank goodness they are in america because they can not do that in a moslem country and even if they were able to they d be raped and beheaded,2,normal,,hatespeech,Arab,hatespeech,Islam,hatespeech
27823607_gab,jews attacking peaceful christian countries using inbred thick muslims as a weapon jews have learnt nothing from the holocaust and german jews even less,2,offensive,"Islam, Jewish",offensive,"Islam, Jewish",hatespeech,Jewish,offensive
18616834_gab,you mean david seth kotkin the jew drugged and raped a young white woman shocker,2,hatespeech,Jewish,offensive,Jewish,offensive,Jewish,offensive
16881276_gab,make up your retarded mind did hitler or did he not kill <number> jews,2,offensive,Other,offensive,Jewish,offensive,,offensive
9222364_gab,to me the solution is to stop taking in illegals refugees terrorists save that money that it socsts us for them to fix our countrys business everyone needs to get behind america first,2,normal,Refugee,offensive,Refugee,offensive,Refugee,offensive
1171798188132589568_twitter,how can you get rid of one n-word and replace it with another n-word x and y was much better no nigero in sight,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
19582499_gab,<number> years later that kikess still has not been gassed wtf,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
24642826_gab,as evidenced by the fact that they do not attack n-word toxic masculinity like rappers ball players with the same ferocity with which they attack toxic white men,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
26989362_gab,imagine actually thinking semites were more intelligent than whites or asians hahahahahaahahaha,2,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
26497121_gab,judge sally cahill said it was a worse crime to rape an asian child than to rape a white child and should carry a longer sentence,0,normal,"Asian, Caucasian, Other",hatespeech,"Asian, Caucasian",offensive,"Asian, Caucasian",normal
24024663_gab,are you serious dude im literally retarded ur in the middle of gab defending a pedo for some reason while at the same time saying i manipulated you at what end of this equation do you end up looking good why do this,0,normal,Other,offensive,,normal,,normal
15937202_gab,and they could not even get attractive models to wear those retarded crayon scratching designs,0,offensive,,normal,,normal,,normal
4309014_gab,gabfam news yes i have thought an awful lot about blowing up the white house but i know that this will not change anything – madonna the women who said she would give bj to those who voted for hillary oh she dropped some f bombs on air also,0,normal,,normal,,offensive,,normal
8527409_gab,jfc no one and i mean no one is as retarded as you jizzwizard ded,2,offensive,Other,offensive,,offensive,Other,offensive
1217287772207243270_twitter,i don ' t wanna go to your homophobic fucking prom anyway,2,offensive,Homosexual,offensive,Homosexual,offensive,,offensive
1159291067184877568_twitter,aye bro do not you cuff that hoe cuz i done had that too,3,offensive,"Women, Other, Other, Nonreligious, Other",offensive,Women,offensive,Women,offensive
16878430_gab,your third reich ended with your retarded fuhrer incinerated like a trash bag his merry gang of homosexual friends hanged <number> million of footpad scum made good and russian soldiers generously donating their slav cum to your women the fourth reich is going same way so bring it on bitch,2,offensive,"Homosexual, Other",offensive,"Homosexual, Other",offensive,Other,offensive
11461970_gab,always a fucking kike,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
19506620_gab,fbi cover up smells of another muzrat terrorist attack,3,hatespeech,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
15544535_gab,unfortunately thousands of women look like this they have overdosed on vitamin kike you should let them know about their condition the next time they stop in,2,hatespeech,Jewish,hatespeech,"Jewish, Women",normal,,hatespeech
26113331_gab,current tally of islam doing its thing first week of ramadamadingo,0,normal,,hatespeech,Islam,offensive,Islam,normal
1178821663690854402_twitter,n-word talk about bruh for kissin teanna trump like the hoe they currently fuckin not doin the same shit n-word dnt even make sense,0,normal,,normal,,normal,,normal
1143852815644790785_twitter,chanhun and kyungsoo teasers today hoes 🤩 🤟 🏼,0,normal,,normal,Women,normal,,normal
26548086_gab,normies do not like this holocaust topic though you go there and they will block you possibly do not delude yourselves thinking u have moved the window that much yet trump will disavow you in a heartbeat too if you are a prominent trump supporter and a reporter asks for a response,0,hatespeech,"Jewish, Refugee",offensive,Jewish,normal,,hatespeech
5966283_gab,fuck trey gowdy and his cowboy hat mashed hair 😂 that faggot has been all talk from the beginning,2,offensive,Homosexual,offensive,Homosexual,offensive,"Homosexual, Men",offensive
8997025_gab,oh look i notice all these little muslim bastards are out now speaking about carnage where the fuck are you when it muslims killing all of our people black white etc you bastards do not have my sympathy fuck you assholes i knew you could speak truth revealed maga fuckislam,2,offensive,Islam,hatespeech,Islam,hatespeech,"Arab, Islam, Men, Women, Refugee",hatespeech
19407319_gab,the politic boys keep chimin in on my culture war it would be nice if they kindly fucked off and stop counter signaling my kike gassing,3,hatespeech,Jewish,offensive,Jewish,hatespeech,Jewish,hatespeech
1118090272213295105_twitter,hot phat ass stash big this n-word this n-word,0,normal,,offensive,African,normal,,normal
11131947_gab,this does not happen in white schools j,0,normal,,hatespeech,Other,offensive,"African, Arab, Asian, Hispanic",normal
7202839_gab,have any antifa faggots got on to gab yet if so you are all queers and you probably are fucking a brother or sister so just for giggles go fuck yourself antifa,3,hatespeech,Homosexual,hatespeech,,hatespeech,Homosexual,hatespeech
25498594_gab,also no raghead women work they just breed inbreeds and claim benefits they offer nothing to the west absolutely nothing of value or workwise,2,hatespeech,"Arab, Women",hatespeech,"Homosexual, Arab",offensive,Arab,hatespeech
1123340794218393600_twitter,recoupping out however is an inmate boulder for men and scum will distinctively immigrate it,0,normal,,normal,,normal,,normal
21836106_gab,mfw i m trying to write an important term paper and some affirmative action ass hole starts blasting n-word music outside the window,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
